model_run;-8_1;-7_1;-6_1;-5_1;-7_2;-5_2;-4_2;1-3_2;1.8-3_2;3-3_2;4-3_2;-7_3;-5_3;-4_3;1-3_3;1.8-3_3;3-3_3;4-3_3;-7_4;-5_4;-4_4;1.8-3_4;kf_riv;rhkp;rhkf;man;rch;offset;ME;50E;MAE;50AE;RBIAS;RABIAS;r_rank;r_lin;n_5m;n_3m;n_1m;MAE_sfr;ME_sfr;RBIAS_sfr;RABIAS_sfr;r_rank_sfr;r_lin_sfr;r_rank_multi;MAE_multi
9454;506.52582;3.2768853;4.9805436;6.003082;2.6802254;7.159278;1.79146;3.428118;0.24287319;9.955731;6.2467155;2.5191445;1.2506965;2.2020674;3.428118;0.24287319;3.0747826;4.5051556;1.1939254;1.2506965;0.5167493;0.24287319;1.0881255;0.001001897;0.000417587;1.0262896;0.941624;0.79412675;;;;;;;;;;;;;;;;;;;
9455;427.50296;4.5748544;3.3392503;5.4792066;3.100106;8.480876;1.6391325;4.7062106;0.16498722;7.1082306;6.932994;1.8108827;2.0304394;2.2498543;0.6005677;0.16498722;7.1082306;6.6822505;1.1359303;0.7437418;0.4285017;0.16498722;1.1714935;0.001048409;0.000285821;0.91003555;0.9266172;1.2659736;;;;;;;;;;;;;;;;;;;
9456;440.91415;2.5207825;5.5630474;5.165354;3.8677385;5.5429964;0.86613435;5.478644;0.4322045;3.4022193;3.1154563;1.9284642;2.2342587;0.61333793;5.478644;0.2488258;3.4022193;2.7332299;0.952482;1.2768072;0.32850233;0.2488258;1.1340233;0.00090533;9.80213e-05;0.91325366;0.9358443;2.3082573;-3.4389645728902662;-0.08440159486434595;6.635946342476364;1.964483314337599;0.5772467993297676;1.0294072375053032;0.6931521276162443;0.4376703753880069;0.8536585365853658;0.6097560975609756;0.2682926829268293;0.6856372781579301;-0.6856372781579301;-0.47599173897679936;0.47599173897679936;0.9047619047619048;0.9754321046155746;0.6991633817717893;5.442331338564596
9457;435.79553;4.715367;9.554869;1.5724711;3.3343453;3.4707499;0.8219127;4.423135;0.26946974;3.408263;6.1224117;3.3343453;2.4632604;1.1748542;4.423135;0.26946974;2.226463;6.1224117;1.1044307;0.83268;0.85826117;0.26946974;1.0756297;0.000728747;0.000144038;1.0311487;0.92485267;0.4358076;;;;;;;;;;;;;;;;;;;
9458;517.3588;3.833489;3.8160717;1.3972279;2.2984097;9.461532;0.79393536;6.4713106;0.3292263;6.5175314;9.641119;2.2984097;1.6866388;2.0341094;0.80558926;0.24557152;5.476829;5.772062;0.83817476;0.9544094;0.73003405;0.24557152;1.060384;0.000644975;0.000152609;0.96073824;0.90332335;0.21562885;;;;;;;;;;;;;;;;;;;
9459;594.67664;2.2040472;2.363117;3.911875;3.943088;6.783706;1.5713614;6.0832043;0.3886376;7.347954;4.490207;1.8157375;2.0429077;1.7248287;1.9976728;0.2486254;7.347954;4.490207;1.1245984;0.8162302;0.35655287;0.2486254;1.07168;0.000498354;7.71593e-05;0.9895651;0.9174592;1.2099724;-4.119540473703373;0.08879966076705159;7.252248328662698;2.0380766604088194;0.5344128774826092;1.0163819638544875;0.6935006203903099;0.4600552611435314;0.8048780487804879;0.6585365853658537;0.24390243902439024;0.7271809003106015;-0.7271809003106015;-0.4935283167859785;0.4935283167859785;0.9047619047619048;0.9712863378235497;0.6994435426293715;5.944306444659911
9460;575.4479;1.3796688;8.415655;2.7523515;3.8044114;5.858183;2.3243275;4.770839;0.34876788;9.638105;3.1111248;3.4916532;1.7958286;0.8578478;2.6555357;0.15960567;3.7111485;3.1111248;1.1199892;1.2701317;0.4183348;0.15960567;1.1203518;0.001156176;0.000441103;0.9516061;0.92150384;1.93365;-4.221960912410215;0.21294451811297677;7.015996800809447;1.7071207725239788;0.5644330738495618;0.9820268305957718;0.7523958992073764;0.44565185157333304;0.8536585365853658;0.7317073170731707;0.2926829268292683;0.7147713879735458;-0.7147713879735458;-0.4923792902633358;0.4923792902633358;0.9047619047619048;0.972529672172579;0.7467907275607386;5.752432155626974
9461;405.05038;4.261405;9.914305;1.6881651;2.4335554;8.108321;1.5034121;1.0999229;0.42105165;4.3770285;5.7019734;2.4335554;2.0229776;0.5231656;1.0999229;0.36820745;3.8355427;5.7019734;0.9328402;1.1247864;0.44939423;0.16793303;1.1718488;0.000829765;0.000127222;1.0765364;1.0090833;1.8530881;-3.249628852119117;0.2820707485983007;6.282015136159645;1.9948651628091625;0.5157002647408303;0.9443433010169557;0.7239937381210396;0.4524420057012559;0.8536585365853658;0.7073170731707317;0.2682926829268293;0.645743562080284;-0.645743562080284;-0.44818514171551493;0.44818514171551493;0.8095238095238096;0.9709015002513726;0.7090183086108451;5.151540570180151
9462;454.74533;2.8322377;7.9986463;1.1223792;3.3136911;3.9402635;1.3196088;5.1525855;0.17049341;3.8535728;5.5796046;2.486123;2.114793;1.2428614;5.1525855;0.1275769;3.5337229;5.5796046;0.95373046;1.2466304;0.79438543;0.1275769;1.1904821;0.001244634;7.52665e-05;0.90023005;1.0073698;2.4555805;-3.434507174913107;0.05975887655057477;6.263678371483146;1.3209574798746075;0.4381060177538367;0.8448843917115803;0.7428123479205757;0.45846354668124106;0.8536585365853658;0.6585365853658537;0.4146341463414634;0.7139232220877936;-0.7139232220877936;-0.5057263944731989;0.5057263944731989;0.6190476190476191;0.9452244786725602;0.6942683768063639;5.147494098186497
9463;431.45148;1.290774;2.159367;9.803329;3.7564526;7.6004434;0.918696;6.130103;0.13492401;7.0942554;5.9917164;2.259469;1.1708176;1.6115317;6.130103;0.13492401;6.4855146;5.9917164;0.8497281;1.1708176;0.8810989;0.13492401;1.0222857;0.001246675;6.81277e-05;0.9236833;1.0712345;0.80710447;-2.735943828895408;0.22194078133966855;5.908354437880057;2.045763944898198;0.31160969776864433;0.7863536810109952;0.7482139859185907;0.4956548451718884;0.8292682926829268;0.7073170731707317;0.34146341463414637;0.6674190017653006;-0.6674190017653006;-0.47313222671705657;0.47313222671705657;0.6190476190476191;0.9445345194391003;0.6986108700988857;4.8545467444549955
9464;595.13556;1.4124894;5.911323;2.8300552;2.44104;4.0912347;2.2719164;6.2932477;0.23489538;6.836828;4.064868;2.44104;1.1410474;0.7479031;6.2932477;0.23489538;6.836828;3.6027796;0.98596805;1.1410474;0.5239531;0.23489538;1.1847419;0.001081817;0.000315196;0.9460113;0.9992407;0.000704646;-3.1542955604121543;0.1187093618054007;6.815830369907004;1.978923965261174;0.3607535398258861;0.8921886386086268;0.7131904621250097;0.47220746608824493;0.8048780487804879;0.6585365853658537;0.21951219512195122;0.6653633842251616;-0.6653633842251616;-0.46218018547576545;0.46218018547576545;0.7380952380952381;0.9680910689848384;0.6891288402330844;5.583763769411538
9465;447.12204;4.8678455;4.587231;9.860678;3.847284;3.2482593;2.4733002;4.5374126;0.31073844;6.4692373;7.530963;3.310836;0.528807;1.8790519;4.5374126;0.31073844;4.587088;5.699517;0.8469542;0.528807;0.2768222;0.1383438;1.0428364;0.001164283;0.000261805;0.99343413;0.9526139;0.92416525;-2.9414855912607583;0.34792008267783103;6.156532786171356;1.8416517704033026;0.3567921084134969;0.8396458048914508;0.7532671311425401;0.46558723592642726;0.8292682926829268;0.6829268292682927;0.2682926829268293;0.6503123297608908;-0.6503123297608908;-0.4363808471996953;0.4363808471996953;0.8571428571428572;0.9754082681513646;0.7400214751762157;5.0513792719826025
9466;440.26263;1.9720079;6.664238;5.854965;2.3600996;3.0175517;1.9204998;3.224943;0.40215817;7.6307244;3.5867255;2.3600996;1.3798542;1.4563391;2.5344462;0.22418289;7.6307244;3.0703187;0.9466713;1.0754052;0.999014;0.1181817;1.1918491;0.000602286;0.000274981;1.0781605;0.9555071;1.3639874;-4.167837147734788;-0.8363614861011115;6.987265361526714;2.3826029655027128;0.5715335862118318;1.0081083226416636;0.6980310264531611;0.4834139704680908;0.8048780487804879;0.6341463414634146;0.21951219512195122;0.8277510506952827;-0.8277510506952827;-0.5778449150910376;0.5778449150910376;0.6190476190476191;0.9366212685554395;0.6582677066070697;5.747056631924658
9467;524.17505;4.8663645;6.9843698;2.645676;2.7143395;8.940536;1.5311904;3.3317595;0.41626975;6.326022;8.476471;2.318554;1.6427451;2.3046434;2.3125968;0.2080981;3.0773575;2.2479112;1.0328118;0.9990572;0.26044214;0.2080981;1.0998707;0.000809974;0.000374446;0.9778125;1.0536165;2.1680338;-3.0426499615317604;0.13045145029741434;6.378860442984591;2.304611561799618;0.4258516794577225;0.9049273773799701;0.7436835798557393;0.44345795700390966;0.8780487804878049;0.6341463414634146;0.34146341463414637;0.5386998877611662;-0.5386998877611662;-0.366106602023127;0.366106602023127;0.8571428571428572;0.9783454265823942;0.7323170515927093;5.2126054365579915
9468;511.2373;3.7246382;8.244521;2.2222402;3.8862479;8.229819;2.3265991;3.3835177;0.32721207;2.2828624;2.799233;2.4822376;1.9113926;0.6078388;1.4094312;0.32721207;2.2828624;2.799233;1.0754356;0.58859617;0.6613647;0.32721207;1.0895791;0.001241245;0.000437743;0.98942584;1.0171423;0.27417573;;;;;;;;;;;;;;;;;;;
9469;445.1703;2.2019644;3.0847874;2.7273216;3.8933327;2.795003;1.5501888;5.508318;0.40920892;4.2067456;9.998307;2.2941656;0.87841684;1.9444225;4.603819;0.2979894;3.9819164;3.8642578;1.0258093;0.5363732;0.67367375;0.2979894;1.0172459;0.000804004;0.000317773;0.94011265;1.0456953;1.5317435;-3.489285936232027;0.2253660703480591;6.50815550583423;2.1840188894796597;0.49602366549012555;0.9360887524552637;0.7163268970915989;0.4515351129626276;0.8292682926829268;0.7073170731707317;0.3170731707317073;0.6721789594623173;-0.6721789594623173;-0.47676528000115426;0.47676528000115426;0.6190476190476191;0.9537973507630996;0.6729761516301276;5.3374864199000385
9470;534.073;2.5349114;9.678575;4.2103786;2.0465682;1.5387728;1.190789;5.5513344;0.3290832;9.103229;3.45504;2.0465682;0.78109545;1.7930728;5.5513344;0.17923468;5.48066;2.54573;0.8793516;0.78109545;0.4562135;0.17923468;1.1593689;0.001027175;0.000403895;1.0705094;1.0805795;0.9294378;;;;;;;;;;;;;;;;;;;
9471;419.40143;4.108154;2.853671;2.7654228;3.732787;2.3068573;0.8739532;4.861368;0.19751623;7.4397535;9.521543;2.6167002;1.9391142;1.0077834;3.3245795;0.19751623;5.6780334;8.176591;1.187038;1.1899712;0.24827518;0.19751623;1.165433;0.001329136;0.000264308;1.0907648;1.0856045;2.4727526;;;;;;;;;;;;;;;;;;;
9472;403.8738;2.7416599;2.0292919;8.434996;3.3874464;3.6987822;0.7753185;5.9804497;0.3991907;7.6435;5.1352296;1.771899;0.5991031;0.8083504;3.2444577;0.19438078;7.519481;3.651662;0.9824007;0.5991031;0.28097278;0.19438078;1.0652192;0.00062439;0.000188005;0.9588293;0.92399967;0.16376619;-3.372535638632167;0.10671607132991312;6.915104766570116;2.1622648804875553;0.41250083587746056;0.9529977625528937;0.7016902005808487;0.4685202827017573;0.7804878048780488;0.6341463414634146;0.24390243902439024;0.6875195168550008;-0.6875195168550008;-0.4589856747892564;0.4589856747892564;0.8571428571428572;0.9747202502987736;0.6985576682540717;5.6670480698865635
9473;416.48297;1.2990031;8.442728;4.2399917;3.743441;6.449407;1.3980114;4.1188273;0.33866158;5.9313264;5.2213955;3.4858303;2.4296114;2.2579436;4.1188273;0.22087577;2.8335938;5.2213955;1.1928289;1.471816;0.4514041;0.18534598;1.1351266;0.001128825;0.000414986;0.9942487;0.91322947;2.5840337;-4.53159141835408;0.058484613522381323;7.272557568784217;2.0000888759691975;0.641594601745816;1.0424634857198471;0.731137839989382;0.4332835745433347;0.8536585365853658;0.7073170731707317;0.2926829268292683;0.7380891613329188;-0.7380891613329188;-0.5150098580109144;0.5150098580109144;0.8095238095238096;0.9712102515252314;0.7147616061912773;5.96234458060424
9474;472.97363;1.9192566;5.1155677;5.6952014;2.9238307;6.955558;1.278782;4.472834;0.32696456;5.4728417;8.949262;2.9238307;2.2343385;1.2384934;4.472834;0.29398316;5.3504515;8.949262;1.1377984;1.3453548;0.56070095;0.29398316;1.110691;0.001200183;0.000368303;1.0118588;0.9407693;2.2497284;;;;;;;;;;;;;;;;;;;
9475;595.0033;4.44138;5.3610954;5.461201;3.963015;1.9367898;0.9141744;6.6379223;0.42365998;8.453513;2.1863596;2.2512622;0.9655711;0.55418473;0.3140033;0.2824353;5.891924;2.1863596;1.123601;0.9655711;0.16002195;0.1058666;1.0081805;0.000920499;8.74391e-05;0.9957882;1.0384021;1.433257;-3.3599835803181675;0.12418923831103257;6.577454057823456;1.743862463585998;0.38464143017292624;0.8775901976037529;0.7496079570148525;0.45706293563423483;0.8292682926829268;0.6585365853658537;0.3170731707317073;0.5363657495061884;-0.5363657495061884;-0.3505861276754065;0.3505861276754065;0.8333333333333335;0.9783026597662154;0.7333449589073651;5.371892987584533
9476;509.4494;3.7846966;3.8004928;6.901788;3.4964635;5.0373;1.5168763;4.2528696;0.11530304;9.466074;4.0116835;2.0971131;1.4400892;2.3223388;4.2528696;0.11530304;7.8194857;4.0116835;1.1354835;0.83627623;0.25890243;0.11530304;1.1588495;0.001192128;0.00045516;1.0569477;0.97767794;0.875527;;;;;;;;;;;;;;;;;;;
9477;550.9452;3.0040646;1.3223604;9.976354;3.5187182;5.640832;1.9574387;2.947062;0.1927607;3.1045022;2.6609802;1.9719406;0.8255292;1.2069345;2.947062;0.1927607;3.1045022;2.6609802;0.91817784;0.5391064;0.59310085;0.1927607;1.1255801;0.001218359;0.000444218;0.9634176;0.97744316;0.5605162;;;;;;;;;;;;;;;;;;;
9478;464.29916;1.9819827;2.6617699;4.9364223;2.8538775;3.258728;1.7316587;3.7193365;0.3743555;3.0705862;9.776505;2.013181;0.55556554;1.1867045;3.7193365;0.19062564;3.0705862;4.8618083;0.8409019;0.55556554;0.6828625;0.19062564;1.0778574;0.000901215;0.000435554;0.9708634;0.9322756;0.14694183;;;;;;;;;;;;;;;;;;;
9479;543.8678;2.8983624;7.830872;3.8361158;2.7846434;7.541336;2.0463693;2.6526535;0.18755805;2.3900526;6.982122;2.1051211;1.2869978;1.1018958;2.6526535;0.18755805;2.3900526;6.982122;0.9851268;1.1915758;0.77003115;0.15545201;1.187687;0.000504105;0.000239364;1.0657642;1.0118709;0.45519027;-2.7353184704952507;0.982888978618945;6.871936032851431;2.3303293270874974;0.28319497452062287;0.878540910738319;0.721031549541483;0.4441251762777448;0.7560975609756098;0.6585365853658537;0.2682926829268293;0.6979168291893139;-0.6979168291893139;-0.49186626810209844;0.49186626810209844;0.6190476190476191;0.953991462845655;0.6767583232074854;5.63397474471418
9480;593.23627;4.1553965;2.9420974;9.764096;2.4111156;6.316391;2.118379;2.4594696;0.17701618;3.6284122;5.828531;2.4111156;0.6457276;2.1071086;2.4594696;0.17701618;3.5464523;4.9519753;0.8657425;0.6457276;0.78778946;0.17701618;1.1789836;0.000819883;3.24478e-05;0.96594864;1.0627728;2.5421565;-2.8215880864002028;0.27598976726733326;5.806701247876827;1.4231343449355052;0.34602995952600807;0.7863566910266709;0.747506425204894;0.4690410346926171;0.8536585365853658;0.6585365853658537;0.3902439024390244;0.6630603941077873;-0.6630603941077873;-0.46845297126823565;0.46845297126823565;0.6190476190476191;0.943867534707613;0.6980420467800315;4.7721418493296515
9481;471.5522;1.3261728;9.93326;9.978366;2.1164863;7.550535;0.77178884;4.954291;0.48041233;8.521702;5.1125913;2.1164863;2.4282272;1.6717616;4.954291;0.21426228;8.385636;2.2748024;1.0559852;1.407074;0.18101501;0.21426228;1.1748887;0.001235213;0.000357464;1.0846429;0.90785134;2.9079149;;;;;;;;;;;;;;;;;;;
9482;599.8119;4.979071;8.054664;8.006488;3.802926;7.2562346;2.483867;1.1060885;0.47274992;6.469227;8.949878;1.7061275;2.3862927;2.343592;0.68753475;0.33182487;4.5193934;8.700051;1.071397;1.1245447;0.13570847;0.33182487;1.1125191;0.000536326;0.000246712;0.9486224;1.0226411;0.5232625;-2.906213389011102;0.8852091708816658;6.814038728225652;2.715542826399769;0.43276164932653177;0.9982808808985534;0.6616135315633183;0.44221197353329916;0.8048780487804879;0.5853658536585366;0.2682926829268293;0.5627997978521493;-0.5627997978521493;-0.3790428776295792;0.3790428776295792;0.8571428571428572;0.979568067835096;0.6663391696321355;5.566235024315078
9483;527.682;4.43905;8.62217;8.158796;3.1813858;9.061768;0.8272086;3.0196562;0.28765705;5.3858314;2.1793315;2.8891876;1.8775707;2.3679204;1.0662944;0.28765705;2.4011343;2.1793315;0.85819584;1.0695516;0.9106654;0.16276567;1.1555923;0.00088884;0.000331481;0.9222462;0.9045626;2.032439;;;;;;;;;;;;;;;;;;;
9484;549.71826;2.2718632;8.846854;4.60665;3.1162312;7.0247436;1.9772885;5.166663;0.14120476;5.9889836;5.3765364;3.1162312;1.6146367;2.2527463;0.3767387;0.14120476;4.095663;5.3765364;1.0953218;1.1225089;0.3222114;0.14120476;1.0037048;0.000739227;0.000351521;1.0125749;0.9037577;1.8105258;;;;;;;;;;;;;;;;;;;
9485;450.43344;4.482307;7.442031;5.804011;2.6760533;8.181087;1.6382996;2.3853588;0.41409013;8.994261;5.50022;2.0577028;1.4071761;1.2075821;2.0741112;0.15173274;4.6443887;2.6748738;0.85837203;0.83428246;0.91036534;0.15173274;1.1943064;0.000589462;0.000228696;1.0719368;1.0839983;2.3984866;;;;;;;;;;;;;;;;;;;
9486;528.61816;3.7268581;5.1422634;4.10148;3.479399;5.535871;1.5367322;7.485971;0.41349998;8.532133;2.6632981;3.0509999;1.8532435;2.0583756;0.8250413;0.41349998;7.7349577;2.6632981;0.9641249;0.8896205;0.80899614;0.14943066;1.0496259;0.001126209;7.10235e-05;1.0407938;1.0870819;0.45005935;-3.452114000630009;-0.14967554079325396;6.467381650637601;2.326773950113079;0.47924481417007375;0.9381613994580826;0.6938491131643755;0.484201740243;0.8048780487804879;0.6829268292682927;0.21951219512195122;0.6804115725701423;-0.6804115725701423;-0.4805229188124347;0.4805229188124347;0.6190476190476191;0.9405067539716666;0.6549057763160853;5.3059988285627995
9487;502.20126;3.6654177;9.244812;6.531555;2.8137622;3.0587347;2.3036509;5.080579;0.24356657;8.161103;6.195718;2.1512725;0.742603;2.3621666;4.0647902;0.12274579;2.4640737;6.195718;0.81812704;0.742603;0.94473326;0.12274579;1.0727524;0.001052888;0.000161771;0.9940896;0.9865078;2.9817967;-3.408765915557828;-0.12026097144536152;5.818694957320643;1.6526529815615163;0.4857027411965049;0.8432121834137065;0.762315432579889;0.47307464586519904;0.8536585365853658;0.6829268292682927;0.3902439024390244;0.7585775759901872;-0.7585775759901872;-0.5374503824049528;0.5374503824049528;0.6190476190476191;0.9445124177587102;0.709947327218753;4.796766938393488
9488;591.2805;1.5588391;4.7813935;8.41423;3.6186438;1.7269548;2.0790932;5.0890374;0.40274358;3.5729973;7.5781374;2.3743546;1.7269548;1.2433223;4.5045915;0.39708355;3.5729973;7.5781374;0.84505403;1.0912404;0.939006;0.39708355;1.1068661;0.000604012;0.000120085;1.0096024;1.0702925;2.9477863;-3.3224814465968087;-0.12962162210476436;6.03726963589749;2.304010916139532;0.5762395639742114;0.9810768906950244;0.676771637037271;0.46422192609678464;0.8536585365853658;0.6097560975609756;0.2926829268292683;0.7115435153947507;-0.7115435153947507;-0.5225739183159008;0.5225739183159008;0.6190476190476191;0.9424657348324665;0.6411768249197856;4.965105944999119
9489;580.935;4.6235785;1.7719536;4.304001;2.1596477;5.354026;0.6139493;4.4668984;0.13561317;7.363818;7.366987;2.1596477;1.0321876;0.79854137;4.4668984;0.13561317;7.363818;7.366987;0.8556399;0.69837654;0.8949197;0.13561317;1.0332646;0.00059945;0.000270073;0.9649046;1.0904871;1.7522322;-2.7550495542021682;0.26875798032429543;5.844826081443357;1.4216873381506332;0.26696129986567957;0.7637667238163797;0.7215542887025812;0.5007558059797458;0.8048780487804879;0.6341463414634146;0.3902439024390244;0.6545695233728434;-0.6545695233728434;-0.4552853964528215;0.4552853964528215;0.6190476190476191;0.9441385578651031;0.6771785644938585;4.801459324042361
9490;479.33453;2.8013673;6.3276305;5.770259;2.494863;8.1648655;1.7548733;5.9814463;0.28205866;4.5687256;8.415594;2.0452812;1.3836871;1.4943961;5.9814463;0.28205866;3.584055;2.121498;0.89917934;0.66398525;0.44631836;0.22532946;1.0837487;0.000492914;0.000341853;0.92302316;1.0130428;2.045195;-2.7393267749578922;0.4215196335747464;6.204457435812611;1.8407373927659307;0.33563631256500337;0.8537286560175544;0.702909925290078;0.45555773000207306;0.8292682926829268;0.6341463414634146;0.2926829268292683;0.6343364239970279;-0.6343364239970279;-0.4345391401826133;0.4345391401826133;0.9047619047619048;0.9707722682444746;0.7070078857840869;5.087400907064574
9491;589.37396;4.212911;1.8606396;7.9522266;2.5668192;6.2083554;1.4894009;5.520146;0.11951275;5.7626143;4.715762;1.6121747;0.6110215;2.4191837;4.704899;0.11951275;5.7626143;4.0745373;1.1948022;0.6110215;0.20220481;0.11951275;1.0722061;0.00135779;2.15377e-05;0.956435;0.92671764;1.5983522;-3.618771201144261;0.3994794166793838;6.941491558921202;1.7237542091558282;0.3055235964908298;0.8185310620087463;0.7902073651934812;0.4567714629002477;0.8048780487804879;0.6585365853658537;0.4146341463414634;0.6379388549916665;-0.6379388549916665;-0.4222175720786254;0.4222175720786254;0.8333333333333335;0.977355842275677;0.7659836988156745;5.680483622660836
9492;576.9625;2.198095;6.8640347;2.8006513;2.0466604;1.1349694;1.3269957;6.44438;0.45270404;3.150546;9.40507;2.0466604;1.1349694;2.396664;2.947203;0.45270404;2.4650767;4.358251;1.0585693;1.1228191;0.66008025;0.2038822;1.0599865;0.00089052;0.000199654;1.0589981;1.0382748;1.7631581;;;;;;;;;;;;;;;;;;;
9493;518.0768;2.2320147;9.977493;6.454341;3.3268828;3.0767899;0.56750596;2.6657565;0.23969191;5.9106917;9.9063425;3.028891;1.9727111;1.7657971;2.6657565;0.23969191;4.184261;4.6035275;1.0737971;0.8863444;0.5071018;0.2140524;1.1558093;0.001029533;0.00028448;0.91307926;0.91034335;2.389178;;;;;;;;;;;;;;;;;;;
9494;416.42358;4.8587565;7.0443926;7.9593973;3.4032388;4.9137473;2.2561877;3.777013;0.16774395;9.516793;4.2632527;1.9472347;1.8372921;1.460005;3.777013;0.16774395;4.228099;4.2632527;0.8998479;0.61656874;0.81262237;0.16774395;1.1008754;0.001156348;0.000289123;0.9111672;0.9767057;0.4355979;-3.151445010073215;0.30360581270821285;6.388373397403808;1.7387771473045746;0.36676311109649984;0.8482571925311426;0.7395016665669535;0.47302439575791033;0.8048780487804879;0.7073170731707317;0.34146341463414637;0.7531940119161703;-0.7531940119161703;-0.5283318045784444;0.5283318045784444;0.6190476190476191;0.9435225831525292;0.6916068486593342;5.253899242919323
9495;432.15805;2.9866397;2.816024;1.3745455;2.8267841;4.5600863;1.1542294;4.480546;0.15815067;7.3659134;9.135501;2.8267841;0.5935172;1.1525084;4.480546;0.15815067;7.3659134;6.3656135;0.8726385;0.5935172;0.69524014;0.15815067;1.0954852;0.000701437;0.00027604;0.9678671;1.0946504;1.069626;-2.5718706425721596;0.35111485877442306;5.9929262056603845;2.091399456241618;0.21113710572348207;0.7563397404680613;0.7429865943076084;0.4951808130430565;0.8292682926829268;0.6829268292682927;0.3170731707317073;0.6073167968684765;-0.6073167968684765;-0.41808374189303804;0.41808374189303804;0.6190476190476191;0.9540082902274283;0.6944084572351549;4.913108015823992
9496;415.37485;1.2395629;2.1545215;3.208771;3.5909064;7.2455215;2.498322;3.3097346;0.14297582;2.2349825;6.4115624;1.801888;1.9486828;0.9436498;3.3097346;0.14297582;2.2349825;5.6001306;1.1336468;0.7240382;0.67308545;0.14297582;1.1613835;0.001196083;0.000192054;0.922079;1.076297;0.098382354;;;;;;;;;;;;;;;;;;;
9497;421.59863;4.3428264;4.1431146;1.1298443;3.9074607;2.4992132;2.1300545;2.7041547;0.14346899;8.786674;7.1683373;1.5468104;0.77051395;2.04945;2.7041547;0.14346899;2.5708165;4.951472;0.93735313;0.77051395;0.7145693;0.14346899;1.0467083;0.001313521;0.000325913;0.98476815;1.0064083;2.8599377;-3.3546027630147086;0.0729794483763726;5.9813763952819174;1.6132719162001479;0.40666679160842945;0.8023407655353332;0.7762533218740019;0.4643557513427201;0.8536585365853658;0.7073170731707317;0.4146341463414634;0.6905118807817211;-0.6905118807817211;-0.48310167016073224;0.48310167016073224;0.6190476190476191;0.9532691388560859;0.721152297043432;4.916873083388479
9498;595.3905;1.90892;2.226463;0.9583574;3.4734042;4.2652984;2.105696;1.1121564;0.2895368;7.313198;9.916667;2.382161;2.1061027;1.3665271;1.1121564;0.11348916;6.8607955;4.237295;1.1913599;1.1421682;0.38063952;0.11348916;1.0789704;0.00110397;8.99595e-05;0.9163939;0.98937416;2.538265;-4.2656685472047515;-0.02057864624171657;6.79901734055208;1.4553486693260993;0.4854675801634883;0.8949554589153111;0.7659871173959303;0.4647090925565396;0.8536585365853658;0.7317073170731707;0.36585365853658536;0.6231737324696185;-0.6231737324696185;-0.42287887294308335;0.42287887294308335;0.8571428571428572;0.9752270798924949;0.7502473464779609;5.563629427890044
9499;442.43347;4.515015;6.084209;5.246316;3.346547;5.7775702;1.684854;3.416704;0.16892216;5.44389;3.7296014;2.7887897;2.4194336;0.82767534;3.071606;0.15251069;5.44389;2.4179268;0.94816726;1.0241307;0.48132592;0.15251069;1.1496;0.001104432;0.000418988;0.9486987;1.0587472;2.4269738;-3.0575658082433885;0.17176276453326977;6.015286810288517;1.1324513304679158;0.33491488042989764;0.7926916220301465;0.7635476679774719;0.4716594083769277;0.8780487804878049;0.6829268292682927;0.4634146341463415;0.5726501211390622;-0.5726501211390622;-0.39451265552872194;0.39451265552872194;0.9047619047619048;0.9725953342144364;0.7557558750033644;4.925646278253759
9500;538.1709;4.6657596;8.026196;7.276138;2.899242;9.851922;2.159242;3.9668612;0.40508273;5.4909277;9.025695;2.0670946;1.2564849;1.8735424;2.6860497;0.12075532;5.4909277;2.9245958;0.8410683;0.83240384;0.47954565;0.12075532;1.1905925;0.001101274;0.000129498;1.060751;1.0807009;0.7289946;-2.355194793244324;0.38252459842388475;5.6972996952364285;1.9230185591784164;0.3128873298814431;0.8084422885324327;0.748562478692656;0.4833270673691672;0.8292682926829268;0.7073170731707317;0.2682926829268293;0.5530366114382533;-0.5530366114382533;-0.3788794941024805;0.3788794941024805;0.9047619047619048;0.9723532071567283;0.743708958127336;4.666932948945091
9501;527.30566;1.291064;6.889059;4.3856583;3.106963;9.319359;1.0020684;6.2122293;0.30376843;8.134651;6.7114525;3.0581555;1.9255904;2.383497;6.2122293;0.18318965;3.443207;3.3354185;1.1922408;0.92360616;0.9709835;0.13412437;1.0391614;0.001188801;0.000221106;0.979935;0.93908834;0.98026675;;;;;;;;;;;;;;;;;;;
9502;526.22894;3.329717;6.5165067;6.5518966;2.5762231;4.373504;1.6851878;5.456633;0.44877833;4.1325426;8.73679;2.3338773;2.3167336;1.1961526;5.456633;0.15441842;4.1325426;8.312466;1.1651875;0.7696739;0.6607852;0.15441842;1.1738821;0.00055739;9.67883e-05;0.9922845;1.093584;2.9796834;-3.7769757497265584;0.09565354848083985;6.609620051275432;1.9903338061000397;0.5062893550665002;0.9358771299150289;0.7112679130402003;0.44746815305775445;0.8292682926829268;0.6829268292682927;0.34146341463414637;0.6044922390031418;-0.6044922390031418;-0.42084306660384585;0.42084306660384585;0.6190476190476191;0.9620579899645741;0.668909125235866;5.408438431653291
